"s"	"v"	"b"	"x"	"y"
5	1	32	544.5	935.5
5	1	32	538.12	936.146
5	1	32	531.735	936.351
5	1	32	525.35	936.115
5	1	32	518.972	935.44
5	1	32	512.606	934.326
5	1	32	506.26	932.775
5	1	32	499.939	930.787
5	1	32	493.648	928.363
5	1	32	487.396	925.505
5	1	32	481.186	922.213
5	1	32	475.027	918.488
5	1	32	468.923	914.332
5	1	32	462.881	909.744
5	1	32	456.907	904.727
5	1	32	451.007	899.28
5	1	32	445.188	893.406
5	1	32	439.454	887.105
5	1	32	433.814	880.378
5	1	32	428.272	873.225
5	1	32	422.835	865.649
5	1	32	417.509	857.649
5	1	32	412.3	849.227
5	1	32	407.214	840.384
5	1	32	402.258	831.121
5	1	32	397.437	821.438
5	1	32	392.758	811.337
5	1	32	388.226	800.819
5	1	32	383.849	789.884
5	1	32	379.631	778.534
5	1	32	375.58	766.769
5	1	32	371.701	754.591
5	1	32	368	742
5	1	32	NA	NA
5	1	33	751	330
5	1	33	764.754	337.617
5	1	33	777.987	345.277
5	1	33	790.701	352.974
5	1	33	802.9	360.703
5	1	33	814.587	368.459
5	1	33	825.766	376.236
5	1	33	836.438	384.028
5	1	33	846.607	391.83
5	1	33	856.277	399.637
5	1	33	865.451	407.443
5	1	33	874.13	415.242
5	1	33	882.32	423.03
5	1	33	890.022	430.8
5	1	33	897.239	438.548
5	1	33	903.976	446.267
5	1	33	910.234	453.953
5	1	33	916.018	461.6
5	1	33	921.33	469.201
5	1	33	926.172	476.753
5	1	33	930.55	484.249
5	1	33	934.464	491.684
5	1	33	937.919	499.053
5	1	33	940.918	506.349
5	1	33	943.463	513.568
5	1	33	945.558	520.704
5	1	33	947.206	527.752
5	1	33	948.409	534.706
5	1	33	949.172	541.56
5	1	33	949.497	548.31
5	1	33	949.387	554.949
5	1	33	948.845	561.473
5	1	33	947.875	567.875
5	1	33	946.479	574.151
5	1	33	944.661	580.294
5	1	33	942.423	586.3
5	1	33	939.769	592.162
5	1	33	936.702	597.876
5	1	33	933.225	603.436
5	1	33	929.341	608.837
5	1	33	925.053	614.072
5	1	33	920.364	619.137
5	1	33	915.277	624.026
5	1	33	909.796	628.734
5	1	33	903.923	633.255
5	1	33	897.662	637.583
5	1	33	891.015	641.714
5	1	33	883.986	645.641
5	1	33	876.578	649.359
5	1	33	868.794	652.864
5	1	33	860.637	656.148
5	1	33	852.11	659.208
5	1	33	843.216	662.036
5	1	33	833.958	664.629
5	1	33	824.34	666.98
5	1	33	814.364	669.084
5	1	33	804.033	670.936
5	1	33	793.351	672.529
5	1	33	782.321	673.859
5	1	33	770.946	674.92
5	1	33	759.229	675.707
5	1	33	747.172	676.214
5	1	33	734.78	676.435
5	1	33	722.055	676.366
5	1	33	709	676
5	1	33	NA	NA
5	1	34	735	369
5	1	34	726.094	387.609
5	1	34	718.5	402.375
5	1	34	711.656	414.703
5	1	34	705	426
5	1	34	NA	NA
5	1	35	705	426
5	1	35	703.438	417.471
5	1	35	701.688	408.953
5	1	35	699.656	400.178
5	1	35	697.25	390.875
5	1	35	694.375	380.775
5	1	35	690.938	369.609
5	1	35	686.844	357.107
5	1	35	682	343
5	1	35	NA	NA
5	1	36	682	343
5	1	36	690.594	346.004
5	1	36	698.438	349.031
5	1	36	705.625	352.105
5	1	36	712.25	355.25
5	1	36	718.406	358.488
5	1	36	724.188	361.844
5	1	36	729.688	365.34
5	1	36	735	369
5	1	36	NA	NA
5	1	37	735	369
5	1	37	743.375	349.5
5	1	37	747.234	340.031
5	1	37	751	330
5	1	37	NA	NA
5	1	38	751	330
5	1	38	731.859	320.828
5	1	38	721.768	316.131
5	1	38	711.125	311.375
5	1	38	699.779	306.572
5	1	38	687.578	301.734
5	1	38	674.369	296.873
5	1	38	660	292
5	1	38	NA	NA
5	1	39	660	292
5	1	39	667.656	307.703
5	1	39	673.25	320.125
5	1	39	677.719	331.234
5	1	39	682	343
5	1	39	NA	NA
5	1	40	682	343
5	1	40	672.959	340.303
5	1	40	662.359	337.547
5	1	40	650.236	334.861
5	1	40	636.625	332.375
5	1	40	629.272	331.247
5	1	40	621.561	330.217
5	1	40	613.494	329.301
5	1	40	605.078	328.516
5	1	40	596.316	327.877
5	1	40	587.213	327.4
5	1	40	577.773	327.103
5	1	40	568	327
5	1	40	NA	NA
5	1	41	568	327
5	1	41	577.239	340.665
5	1	41	585.85	353.916
5	1	41	593.86	366.76
5	1	41	601.297	379.203
5	1	41	608.189	391.254
5	1	41	614.564	402.92
5	1	41	620.45	414.208
5	1	41	625.875	425.125
5	1	41	630.866	435.679
5	1	41	635.451	445.877
5	1	41	639.658	455.726
5	1	41	643.516	465.234
5	1	41	647.051	474.408
5	1	41	650.291	483.256
5	1	41	656	500
5	1	41	NA	NA
5	1	42	345	549
5	1	42	345.084	541.537
5	1	42	345.348	533.08
5	1	42	345.804	523.712
5	1	42	346.469	513.516
5	1	42	347.356	502.575
5	1	42	348.48	490.975
5	1	42	349.857	478.797
5	1	42	351.5	466.125
5	1	42	353.424	453.043
5	1	42	355.645	439.635
5	1	42	358.175	425.983
5	1	42	361.031	412.172
5	1	42	364.227	398.284
5	1	42	367.777	384.404
5	1	42	371.697	370.615
5	1	42	376	357
5	1	42	NA	NA
5	1	43	376	357
5	1	43	390.895	352.512
5	1	43	399.832	350.061
5	1	43	409.656	347.531
5	1	43	420.29	344.966
5	1	43	431.652	342.41
5	1	43	443.666	339.907
5	1	43	456.25	337.5
5	1	43	469.327	335.234
5	1	43	482.816	333.152
5	1	43	496.64	331.299
5	1	43	510.719	329.719
5	1	43	524.973	328.455
5	1	43	539.324	327.551
5	1	43	553.693	327.051
5	1	43	568	327
5	1	43	NA	NA
5	1	44	293	388
5	1	44	289.207	396.113
5	1	44	285.344	404.719
5	1	44	281.434	413.84
5	1	44	277.5	423.5
5	1	44	273.566	433.723
5	1	44	269.656	444.531
5	1	44	265.793	455.949
5	1	44	262	468
5	1	44	NA	NA
5	1	45	235	416
5	1	45	247.156	409.516
5	1	45	261	402.375
5	1	45	268.496	398.705
5	1	45	276.344	395.047
5	1	45	284.52	391.459
5	1	45	293	388
5	1	45	NA	NA
5	1	46	293	388
5	1	46	297.557	378.179
5	1	46	302.219	368.592
5	1	46	306.975	359.236
5	1	46	311.812	350.109
5	1	46	316.721	341.212
5	1	46	321.688	332.541
5	1	46	331.75	315.875
5	1	46	341.906	300.1
5	1	46	352.062	285.203
5	1	46	362.125	271.174
5	1	46	372	258
5	1	46	NA	NA
5	1	47	293	388
5	1	47	311.172	380.203
5	1	47	320.229	376.521
5	1	47	329.625	372.875
5	1	47	339.631	369.182
5	1	47	350.516	365.359
5	1	47	362.549	361.326
5	1	47	376	357
5	1	47	NA	NA
5	1	48	376	357
5	1	48	381.391	341.334
5	1	48	387.062	326.547
5	1	48	393.016	312.58
5	1	48	399.25	299.375
5	1	48	405.766	286.873
5	1	48	412.562	275.016
5	1	48	419.641	263.744
5	1	48	427	253
5	1	48	NA	NA
5	1	49	427	253
5	1	49	436.314	252.721
5	1	49	445.641	252.641
5	1	49	455.178	252.771
5	1	49	465.125	253.125
5	1	49	475.682	253.713
5	1	49	487.047	254.547
5	1	49	499.42	255.639
5	1	49	513	257
5	1	49	NA	NA
5	1	50	372	258
5	1	50	382.844	256.516
5	1	50	395	255.125
5	1	50	409.406	253.922
5	1	50	427	253
5	1	50	NA	NA
5	1	51	568	327
5	1	51	556.734	311.562
5	1	51	545.375	296.5
5	1	51	538.928	288.289
5	1	51	531.578	279.188
5	1	51	523.033	268.867
5	1	51	513	257
5	1	51	NA	NA
5	1	52	513	257
5	1	52	525.363	258.602
5	1	52	537.322	260.391
5	1	52	548.875	262.344
5	1	52	560.016	264.438
5	1	52	570.74	266.648
5	1	52	581.045	268.953
5	1	52	590.925	271.328
5	1	52	600.375	273.75
5	1	52	617.971	278.641
5	1	52	633.797	283.438
5	1	52	647.818	287.953
5	1	52	660	292
5	1	52	NA	NA
5	1	53	427	253
5	1	53	431.305	247.34
5	1	53	435.938	241.656
5	1	53	440.852	236.02
5	1	53	446	230.5
5	1	53	451.336	225.168
5	1	53	456.812	220.094
5	1	53	462.383	215.348
5	1	53	468	211
5	1	53	NA	NA
5	1	54	468	211
5	1	54	478.969	221.422
5	1	54	490.5	232.875
5	1	54	502.031	244.891
5	1	54	513	257
5	1	54	NA	NA
5	1	55	436	184
5	1	55	452	197.125
5	1	55	459.625	203.547
5	1	55	468	211
5	1	55	NA	NA
5	1	56	436	184
5	1	56	428.082	192.02
5	1	56	420.094	200.344
5	1	56	412.059	208.996
5	1	56	404	218
5	1	56	395.941	227.379
5	1	56	387.906	237.156
5	1	56	379.918	247.355
5	1	56	372	258
5	1	56	NA	NA
5	1	57	372	258
5	1	57	365.88	259.029
5	1	57	359.541	260.247
5	1	57	353.018	261.659
5	1	57	346.344	263.271
5	1	57	339.552	265.092
5	1	57	332.678	267.125
5	1	57	325.753	269.379
5	1	57	318.812	271.859
5	1	57	311.889	274.573
5	1	57	305.018	277.525
5	1	57	298.231	280.723
5	1	57	291.562	284.174
5	1	57	285.047	287.883
5	1	57	278.717	291.857
5	1	57	272.607	296.102
5	1	57	266.75	300.625
5	1	57	261.18	305.432
5	1	57	255.932	310.53
5	1	57	251.037	315.925
5	1	57	246.531	321.623
5	1	57	242.447	327.631
5	1	57	238.818	333.955
5	1	57	237.185	337.238
5	1	57	235.679	340.602
5	1	57	234.303	344.049
5	1	57	233.062	347.578
5	1	57	231.961	351.191
5	1	57	231.003	354.889
5	1	57	230.192	358.673
5	1	57	229.533	362.543
5	1	57	229.03	366.5
5	1	57	228.688	370.544
5	1	57	228.51	374.678
5	1	57	228.5	378.9
5	1	57	228.663	383.213
5	1	57	229.004	387.618
5	1	57	229.525	392.114
5	1	57	230.232	396.702
5	1	57	231.129	401.385
5	1	57	232.22	406.161
5	1	57	233.509	411.033
5	1	57	235	416
5	1	57	NA	NA
5	1	58	468	211
5	1	58	472.114	208.198
5	1	58	476.205	205.602
5	1	58	480.273	203.207
5	1	58	484.318	201.011
5	1	58	488.337	199.01
5	1	58	492.332	197.2
5	1	58	496.301	195.576
5	1	58	500.244	194.137
5	1	58	504.16	192.877
5	1	58	508.048	191.793
5	1	58	511.909	190.882
5	1	58	515.74	190.139
5	1	58	519.542	189.561
5	1	58	523.314	189.145
5	1	58	527.055	188.886
5	1	58	530.766	188.781
5	1	58	538.09	189.018
5	1	58	545.281	189.826
5	1	58	552.336	191.175
5	1	58	559.248	193.035
5	1	58	566.013	195.378
5	1	58	572.626	198.172
5	1	58	579.081	201.39
5	1	58	585.375	205
5	1	58	591.502	208.974
5	1	58	597.456	213.281
5	1	58	603.234	217.892
5	1	58	608.83	222.777
5	1	58	614.239	227.907
5	1	58	619.457	233.252
5	1	58	624.478	238.783
5	1	58	629.297	244.469
5	1	58	633.91	250.281
5	1	58	638.311	256.189
5	1	58	642.496	262.164
5	1	58	646.459	268.176
5	1	58	650.196	274.195
5	1	58	653.702	280.192
5	1	58	656.972	286.137
5	1	58	660	292
5	1	58	NA	NA
5	1	59	199	438
5	1	59	192.335	424.151
5	1	59	186.116	410.545
5	1	59	180.339	397.184
5	1	59	174.998	384.072
5	1	59	170.086	371.213
5	1	59	165.599	358.61
5	1	59	161.529	346.266
5	1	59	157.873	334.186
5	1	59	154.624	322.371
5	1	59	151.776	310.827
5	1	59	149.323	299.556
5	1	59	147.261	288.562
5	1	59	145.583	277.848
5	1	59	144.283	267.418
5	1	59	143.356	257.274
5	1	59	142.797	247.422
5	1	59	142.599	237.863
5	1	59	142.756	228.603
5	1	59	143.264	219.643
5	1	59	144.116	210.987
5	1	59	145.307	202.639
5	1	59	146.83	194.603
5	1	59	148.681	186.882
5	1	59	150.854	179.479
5	1	59	153.342	172.397
5	1	59	156.14	165.641
5	1	59	159.243	159.213
5	1	59	162.645	153.117
5	1	59	166.339	147.357
5	1	59	170.322	141.936
5	1	59	174.585	136.858
5	1	59	179.125	132.125
5	1	59	183.935	127.742
5	1	59	189.009	123.711
5	1	59	194.343	120.037
5	1	59	199.929	116.722
5	1	59	205.763	113.771
5	1	59	211.839	111.186
5	1	59	218.151	108.972
5	1	59	224.693	107.131
5	1	59	231.46	105.667
5	1	59	238.446	104.583
5	1	59	245.645	103.884
5	1	59	253.052	103.572
5	1	59	260.661	103.65
5	1	59	268.465	104.123
5	1	59	276.461	104.994
5	1	59	284.641	106.266
5	1	59	293	107.942
5	1	59	301.532	110.027
5	1	59	310.232	112.523
5	1	59	319.094	115.434
5	1	59	328.113	118.764
5	1	59	337.282	122.516
5	1	59	346.596	126.693
5	1	59	356.049	131.299
5	1	59	365.635	136.337
5	1	59	375.35	141.811
5	1	59	385.186	147.724
5	1	59	395.139	154.08
5	1	59	405.202	160.882
5	1	59	415.371	168.134
5	1	59	425.639	175.839
5	1	59	436	184
5	1	59	NA	NA
5	1	60	436	184
5	1	60	447.021	173.421
5	1	60	457.957	163.337
5	1	60	468.801	153.744
5	1	60	479.55	144.639
5	1	60	490.197	136.016
5	1	60	500.737	127.871
5	1	60	511.165	120.2
5	1	60	521.477	113
5	1	60	531.666	106.265
5	1	60	541.727	99.992
5	1	60	551.656	94.177
5	1	60	561.446	88.814
5	1	60	571.094	83.901
5	1	60	580.593	79.432
5	1	60	589.938	75.404
5	1	60	599.125	71.812
5	1	60	608.148	68.653
5	1	60	617.001	65.921
5	1	60	625.68	63.613
5	1	60	634.179	61.725
5	1	60	642.493	60.251
5	1	60	650.617	59.189
5	1	60	658.545	58.534
5	1	60	666.273	58.281
5	1	60	673.796	58.427
5	1	60	681.107	58.967
5	1	60	688.202	59.897
5	1	60	695.075	61.213
5	1	60	701.722	62.91
5	1	60	708.137	64.985
5	1	60	714.315	67.433
5	1	60	720.25	70.25
5	1	60	725.938	73.432
5	1	60	731.373	76.974
5	1	60	736.55	80.872
5	1	60	741.464	85.123
5	1	60	746.109	89.722
5	1	60	750.481	94.664
5	1	60	754.574	99.946
5	1	60	758.383	105.562
5	1	60	761.902	111.511
5	1	60	765.127	117.785
5	1	60	768.053	124.383
5	1	60	770.673	131.299
5	1	60	772.983	138.529
5	1	60	774.978	146.069
5	1	60	776.652	153.915
5	1	60	778	162.062
5	1	60	779.017	170.507
5	1	60	779.698	179.245
5	1	60	780.038	188.272
5	1	60	780.03	197.584
5	1	60	779.671	207.176
5	1	60	778.955	217.045
5	1	60	777.876	227.185
5	1	60	776.43	237.594
5	1	60	774.611	248.266
5	1	60	772.413	259.198
5	1	60	769.833	270.384
5	1	60	766.864	281.822
5	1	60	763.502	293.507
5	1	60	759.74	305.434
5	1	60	755.575	317.6
5	1	60	751	330
5	1	60	NA	NA
6	0	1	556	849
6	0	1	561.079	851.156
6	0	1	566.183	853.121
6	0	1	571.304	854.892
6	0	1	576.432	856.467
6	0	1	581.557	857.841
6	0	1	586.672	859.013
6	0	1	591.765	859.978
6	0	1	596.828	860.734
6	0	1	601.852	861.278
6	0	1	606.826	861.606
6	0	1	611.743	861.716
6	0	1	616.592	861.604
6	0	1	621.364	861.266
6	0	1	626.05	860.701
6	0	1	630.64	859.905
6	0	1	635.125	858.875
6	0	1	639.496	857.607
6	0	1	643.743	856.099
6	0	1	647.858	854.348
6	0	1	651.83	852.35
6	0	1	655.651	850.102
6	0	1	659.31	847.601
6	0	1	662.8	844.844
6	0	1	666.109	841.828
6	0	1	669.23	838.55
6	0	1	672.153	835.007
6	0	1	674.867	831.195
6	0	1	677.365	827.111
6	0	1	679.637	822.753
6	0	1	681.673	818.117
6	0	1	683.463	813.201
6	0	1	685	808
6	0	1	NA	NA
6	0	2	685	808
6	0	2	687.797	797.172
6	0	2	690.125	785.875
6	0	2	691.084	780.139
6	0	2	691.891	774.391
6	0	2	692.533	768.666
6	0	2	693	763
6	0	2	NA	NA
6	0	3	693	763
6	0	3	694.156	745.531
6	0	3	694.75	730.5
6	0	3	694.969	715.469
6	0	3	695	698
6	0	3	NA	NA
6	0	4	695	698
6	0	4	695	594
6	0	4	NA	NA
6	0	5	695	594
6	0	5	694.242	569.758
6	0	5	692.688	539.938
6	0	5	691.597	523.36
6	0	5	690.289	505.898
6	0	5	688.759	487.722
6	0	5	687	469
6	0	5	685.007	449.903
6	0	5	682.773	430.602
6	0	5	680.294	411.265
6	0	5	677.562	392.062
6	0	5	674.573	373.165
6	0	5	671.32	354.742
6	0	5	667.798	336.964
6	0	5	664	320
6	0	5	NA	NA
6	0	6	664	320
6	0	6	660.9	308.16
6	0	6	657.578	297.281
6	0	6	653.998	287.199
6	0	6	650.125	277.75
6	0	6	645.924	268.77
6	0	6	641.359	260.094
6	0	6	636.396	251.559
6	0	6	631	243
6	0	6	NA	NA
6	0	7	631	243
6	0	7	624.748	233.982
6	0	7	618.672	225.609
6	0	7	612.666	217.775
6	0	7	606.625	210.375
6	0	7	600.443	203.303
6	0	7	594.016	196.453
6	0	7	587.236	189.721
6	0	7	580	183
6	0	7	NA	NA
6	0	8	580	183
6	0	8	575.783	179.274
6	0	8	571.389	175.598
6	0	8	562.109	168.406
6	0	8	552.244	161.449
6	0	8	541.875	154.75
6	0	8	531.084	148.332
6	0	8	519.953	142.219
6	0	8	508.564	136.434
6	0	8	497	131
6	0	8	NA	NA
6	0	9	497	131
6	0	9	489.298	127.389
6	0	9	481.23	124.053
6	0	9	472.852	120.983
6	0	9	464.219	118.172
6	0	9	455.386	115.613
6	0	9	446.41	113.299
6	0	9	437.346	111.222
6	0	9	428.25	109.375
6	0	9	419.177	107.751
6	0	9	410.184	106.342
6	0	9	401.325	105.141
6	0	9	392.656	104.141
6	0	9	384.234	103.334
6	0	9	376.113	102.713
6	0	9	368.35	102.271
6	0	9	361	102
6	0	9	NA	NA
6	0	10	361	102
6	0	10	353.281	102.096
6	0	10	345.595	102.385
6	0	10	337.945	102.864
6	0	10	330.335	103.532
6	0	10	322.768	104.389
6	0	10	315.249	105.432
6	0	10	307.78	106.66
6	0	10	300.365	108.072
6	0	10	293.008	109.667
6	0	10	285.712	111.443
6	0	10	278.481	113.399
6	0	10	271.319	115.533
6	0	10	264.228	117.844
6	0	10	257.212	120.332
6	0	10	250.276	122.993
6	0	10	243.422	125.828
6	0	10	236.654	128.835
6	0	10	229.976	132.012
6	0	10	223.391	135.358
6	0	10	216.902	138.871
6	0	10	210.514	142.551
6	0	10	204.23	146.396
6	0	10	198.052	150.405
6	0	10	191.986	154.576
6	0	10	186.035	158.908
6	0	10	180.201	163.4
6	0	10	174.489	168.049
6	0	10	168.902	172.856
6	0	10	163.443	177.818
6	0	10	158.117	182.935
6	0	10	152.926	188.204
6	0	10	147.875	193.625
6	0	10	142.967	199.196
6	0	10	138.204	204.916
6	0	10	133.592	210.783
6	0	10	129.134	216.796
6	0	10	124.832	222.954
6	0	10	120.691	229.256
6	0	10	116.714	235.699
6	0	10	112.904	242.283
6	0	10	109.266	249.007
6	0	10	105.803	255.868
6	0	10	102.518	262.866
6	0	10	99.414	270
6	0	10	96.496	277.267
6	0	10	93.767	284.667
6	0	10	91.231	292.198
6	0	10	88.891	299.859
6	0	10	86.75	307.649
6	0	10	84.812	315.566
6	0	10	83.081	323.608
6	0	10	81.56	331.776
6	0	10	80.253	340.066
6	0	10	79.164	348.478
6	0	10	78.295	357.011
6	0	10	77.65	365.662
6	0	10	77.234	374.431
6	0	10	77.049	383.317
6	0	10	77.099	392.318
6	0	10	77.388	401.432
6	0	10	77.919	410.659
6	0	10	78.695	419.997
6	0	10	79.721	429.444
6	0	10	81	439
6	0	10	NA	NA
6	0	11	81	439
6	0	11	82.184	446.197
6	0	11	83.488	453.172
6	0	11	84.916	459.936
6	0	11	86.469	466.5
6	0	11	88.151	472.877
6	0	11	89.965	479.078
6	0	11	91.914	485.115
6	0	11	94	491
6	0	11	96.227	496.744
6	0	11	98.598	502.359
6	0	11	101.115	507.857
6	0	11	103.781	513.25
6	0	11	106.6	518.549
6	0	11	109.574	523.766
6	0	11	112.707	528.912
6	0	11	116	534
6	0	11	NA	NA
6	0	12	116	534
6	0	12	121.012	540.898
6	0	12	126.281	547.375
6	0	12	131.785	553.477
6	0	12	137.5	559.25
6	0	12	143.402	564.742
6	0	12	149.469	570
6	0	12	155.676	575.07
6	0	12	162	580
6	0	12	NA	NA
6	0	13	162	580
6	0	13	167.467	584.166
6	0	13	173.297	588.391
6	0	13	185.625	596.875
6	0	13	210	613
6	0	13	NA	NA
6	0	14	210	613
6	0	14	217.926	618.186
6	0	14	225.221	623.266
6	0	14	231.909	628.275
6	0	14	238.016	633.25
6	0	14	243.566	638.225
6	0	14	248.584	643.234
6	0	14	253.095	648.314
6	0	14	257.125	653.5
6	0	14	260.698	658.826
6	0	14	263.838	664.328
6	0	14	266.571	670.041
6	0	14	268.922	676
6	0	14	270.915	682.24
6	0	14	272.576	688.797
6	0	14	273.929	695.705
6	0	14	275	703
6	0	14	NA	NA
6	0	15	275	703
6	0	15	275.453	706.809
6	0	15	275.717	710.734
6	0	15	275.859	718.938
6	0	15	275.791	727.609
6	0	15	275.875	736.75
6	0	15	276.088	741.496
6	0	15	276.475	746.359
6	0	15	277.081	751.34
6	0	15	277.953	756.438
6	0	15	279.135	761.652
6	0	15	280.674	766.984
6	0	15	282.614	772.434
6	0	15	285	778
6	0	15	NA	NA
6	0	16	285	778
6	0	16	286.924	781.671
6	0	16	288.947	785.184
6	0	16	291.064	788.539
6	0	16	293.275	791.736
6	0	16	295.578	794.776
6	0	16	297.97	797.659
6	0	16	300.45	800.384
6	0	16	303.016	802.953
6	0	16	305.664	805.365
6	0	16	308.395	807.62
6	0	16	311.205	809.719
6	0	16	314.092	811.662
6	0	16	317.054	813.449
6	0	16	320.091	815.08
6	0	16	323.198	816.555
6	0	16	326.375	817.875
6	0	16	329.619	819.04
6	0	16	332.929	820.049
6	0	16	336.302	820.904
6	0	16	339.736	821.604
6	0	16	343.23	822.149
6	0	16	346.781	822.54
6	0	16	350.387	822.777
6	0	16	354.047	822.859
6	0	16	357.758	822.788
6	0	16	361.518	822.564
6	0	16	369.178	821.654
6	0	16	377.01	820.133
6	0	16	385	818
6	0	16	NA	NA
6	0	17	385	818
6	0	17	393.585	815.595
6	0	17	401.744	813.621
6	0	17	409.519	812.063
6	0	17	416.953	810.906
6	0	17	424.088	810.136
6	0	17	430.967	809.738
6	0	17	437.632	809.698
6	0	17	444.125	810
6	0	17	450.49	810.63
6	0	17	456.768	811.574
6	0	17	463.002	812.817
6	0	17	469.234	814.344
6	0	17	475.508	816.14
6	0	17	481.865	818.191
6	0	17	488.348	820.483
6	0	17	495	823
6	0	17	NA	NA
6	0	18	495	823
6	0	18	556	849
6	0	18	NA	NA
6	0	19	922	389
6	0	19	926.539	396.836
6	0	19	930.782	404.684
6	0	19	934.734	412.543
6	0	19	938.398	420.409
6	0	19	941.777	428.278
6	0	19	944.875	436.148
6	0	19	947.697	444.016
6	0	19	950.244	451.879
6	0	19	952.522	459.733
6	0	19	954.533	467.576
6	0	19	956.281	475.404
6	0	19	957.769	483.214
6	0	19	959.002	491.004
6	0	19	959.983	498.77
6	0	19	960.716	506.509
6	0	19	961.203	514.219
6	0	19	961.449	521.895
6	0	19	961.458	529.535
6	0	19	961.232	537.137
6	0	19	960.776	544.696
6	0	19	960.092	552.21
6	0	19	959.186	559.675
6	0	19	958.059	567.089
6	0	19	956.717	574.449
6	0	19	955.162	581.752
6	0	19	953.397	588.993
6	0	19	951.428	596.171
6	0	19	949.257	603.283
6	0	19	946.887	610.324
6	0	19	944.323	617.293
6	0	19	941.568	624.186
6	0	19	938.625	631
6	0	19	935.499	637.732
6	0	19	932.192	644.379
6	0	19	928.708	650.937
6	0	19	925.052	657.405
6	0	19	921.226	663.778
6	0	19	917.234	670.054
6	0	19	913.08	676.229
6	0	19	908.768	682.301
6	0	19	904.3	688.266
6	0	19	899.68	694.122
6	0	19	894.913	699.865
6	0	19	890.002	705.492
6	0	19	884.949	711
6	0	19	879.76	716.386
6	0	19	874.437	721.648
6	0	19	868.984	726.781
6	0	19	863.405	731.784
6	0	19	857.703	736.652
6	0	19	851.882	741.383
6	0	19	845.946	745.973
6	0	19	839.897	750.42
6	0	19	833.74	754.721
6	0	19	827.478	758.872
6	0	19	821.115	762.871
6	0	19	814.655	766.714
6	0	19	808.1	770.398
6	0	19	801.455	773.921
6	0	19	794.723	777.279
6	0	19	787.908	780.469
6	0	19	781.014	783.487
6	0	19	774.043	786.332
6	0	19	767	789
6	0	19	NA	NA
6	0	20	748	241
6	0	20	762.171	245.639
6	0	20	768.932	248.075
6	0	20	775.492	250.6
6	0	20	781.862	253.22
6	0	20	788.052	255.944
6	0	20	794.073	258.779
6	0	20	799.938	261.734
6	0	20	805.655	264.817
6	0	20	811.237	268.035
6	0	20	816.695	271.396
6	0	20	822.039	274.908
6	0	20	827.281	278.579
6	0	20	832.431	282.417
6	0	20	837.5	286.43
6	0	20	842.5	290.625
6	0	20	847.441	295.011
6	0	20	852.335	299.594
6	0	20	857.192	304.385
6	0	20	862.023	309.389
6	0	20	866.84	314.615
6	0	20	871.653	320.071
6	0	20	881.312	331.703
6	0	20	891.089	344.349
6	0	20	901.07	358.072
6	0	20	911.345	372.935
6	0	20	922	389
6	0	20	NA	NA
6	0	21	673	236
6	0	21	683.646	235.395
6	0	21	693.297	235.094
6	0	21	702.268	235.121
6	0	21	710.875	235.5
6	0	21	719.436	236.254
6	0	21	728.266	237.406
6	0	21	737.682	238.98
6	0	21	748	241
6	0	21	NA	NA
6	0	22	631	243
6	0	22	640.375	240.922
6	0	22	649.75	239.125
6	0	22	660.25	237.516
6	0	22	673	236
6	0	22	NA	NA
6	0	23	523	205
6	0	23	534.244	217.584
6	0	23	539.451	223.16
6	0	23	544.516	228.234
6	0	23	549.539	232.787
6	0	23	554.623	236.799
6	0	23	557.219	238.596
6	0	23	559.868	240.251
6	0	23	562.582	241.762
6	0	23	565.375	243.125
6	0	23	568.258	244.339
6	0	23	571.245	245.401
6	0	23	574.348	246.309
6	0	23	577.58	247.061
6	0	23	580.953	247.653
6	0	23	584.48	248.084
6	0	23	588.174	248.352
6	0	23	592.047	248.453
6	0	23	596.112	248.386
6	0	23	600.381	248.148
6	0	23	604.868	247.737
6	0	23	609.584	247.15
6	0	23	619.757	245.441
6	0	23	631	243
6	0	23	NA	NA
6	0	24	464	155
6	0	24	467.277	156.331
6	0	24	470.719	158.051
6	0	24	474.301	160.128
6	0	24	478	162.531
6	0	24	481.793	165.227
6	0	24	485.656	168.184
6	0	24	493.5	174.75
6	0	24	501.344	181.973
6	0	24	509	189.594
6	0	24	516.281	197.355
6	0	24	523	205
6	0	24	NA	NA
6	0	25	366	182
6	0	25	368.379	178.801
6	0	25	370.825	175.764
6	0	25	373.337	172.89
6	0	25	375.912	170.176
6	0	25	378.548	167.622
6	0	25	381.242	165.226
6	0	25	383.993	162.988
6	0	25	386.797	160.906
6	0	25	389.652	158.98
6	0	25	392.556	157.208
6	0	25	395.507	155.588
6	0	25	398.502	154.121
6	0	25	401.539	152.805
6	0	25	404.615	151.638
6	0	25	407.727	150.62
6	0	25	410.875	149.75
6	0	25	417.264	148.448
6	0	25	423.764	147.723
6	0	25	430.354	147.566
6	0	25	437.016	147.969
6	0	25	443.73	148.922
6	0	25	450.479	150.418
6	0	25	457.241	152.447
6	0	25	464	155
6	0	25	NA	NA
6	0	26	291	232
6	0	26	299.225	230.911
6	0	26	306.691	229.523
6	0	26	313.46	227.843
6	0	26	319.594	225.875
6	0	26	325.153	223.626
6	0	26	330.199	221.102
6	0	26	334.794	218.308
6	0	26	339	215.25
6	0	26	342.877	211.935
6	0	26	346.488	208.367
6	0	26	349.894	204.554
6	0	26	353.156	200.5
6	0	26	356.336	196.212
6	0	26	359.496	191.695
6	0	26	366	182
