"s"	"v"	"i"	"x"	"y"
7	0	34	533.182	820.31
7	0	34	535.11	821.425
7	0	34	537.047	822.375
7	0	34	538.988	823.161
7	0	34	540.929	823.784
7	0	34	542.868	824.248
7	0	34	544.799	824.555
7	0	34	546.719	824.706
7	0	34	548.624	824.704
7	0	34	550.511	824.551
7	0	34	552.375	824.25
7	0	34	556.02	823.21
7	0	34	559.529	821.602
7	0	34	562.871	819.442
7	0	34	566.016	816.75
7	0	34	568.931	813.542
7	0	34	571.588	809.836
7	0	34	573.954	805.649
7	0	34	576	801
7	0	34	576	801
7	0	34	581.861	806.727
7	0	34	587.453	811.938
7	0	34	592.787	816.68
7	0	34	597.875	821
7	0	34	607.359	828.562
7	0	34	616	835
7	0	34	NA	NA
NA	NA	NA	NA	NA
7	0	35	631	788
7	0	35	629.125	796.418
7	0	35	627.25	803.781
7	0	35	625.375	810.254
7	0	35	623.5	816
7	0	35	621.625	821.184
7	0	35	619.75	825.969
7	0	35	616	835
7	0	35	616	835
7	0	35	620.891	838.177
7	0	35	625.804	840.962
7	0	35	630.728	843.362
7	0	35	635.65	845.383
7	0	35	640.559	847.032
7	0	35	645.441	848.315
7	0	35	650.285	849.24
7	0	35	655.078	849.812
7	0	35	659.808	850.039
7	0	35	664.463	849.927
7	0	35	669.03	849.482
7	0	35	673.498	848.711
7	0	35	677.854	847.621
7	0	35	682.085	846.218
7	0	35	686.179	844.509
7	0	35	690.125	842.5
7	0	35	693.91	840.198
7	0	35	697.521	837.61
7	0	35	700.946	834.743
7	0	35	704.174	831.602
7	0	35	707.191	828.194
7	0	35	709.986	824.526
7	0	35	712.546	820.605
7	0	35	714.859	816.438
7	0	35	716.913	812.029
7	0	35	718.696	807.388
7	0	35	720.194	802.519
7	0	35	721.396	797.43
7	0	35	722.291	792.127
7	0	35	722.864	786.616
7	0	35	723.105	780.905
7	0	35	723	775
7	0	35	723	775
7	0	35	710.594	771.812
7	0	35	698.75	768.25
7	0	35	687.281	764.312
7	0	35	676	760
7	0	35	676	760
7	0	35	675.495	765.753
7	0	35	674.723	771.006
7	0	35	673.675	775.752
7	0	35	672.344	779.984
7	0	35	670.719	783.695
7	0	35	668.793	786.877
7	0	35	666.556	789.523
7	0	35	665.319	790.642
7	0	35	664	791.625
7	0	35	662.599	792.47
7	0	35	661.116	793.177
7	0	35	659.548	793.743
7	0	35	657.895	794.17
7	0	35	656.155	794.455
7	0	35	654.328	794.598
7	0	35	650.406	794.453
7	0	35	646.122	793.728
7	0	35	641.465	792.416
7	0	35	636.427	790.509
7	0	35	631	788
7	0	35	NA	NA
NA	NA	NA	NA	NA
7	0	36	631	788
7	0	36	629.125	796.418
7	0	36	627.25	803.781
7	0	36	625.375	810.254
7	0	36	623.5	816
7	0	36	621.625	821.184
7	0	36	619.75	825.969
7	0	36	616	835
7	0	36	616	835
7	0	36	607.359	828.562
7	0	36	597.875	821
7	0	36	592.787	816.68
7	0	36	587.453	811.938
7	0	36	581.861	806.727
7	0	36	576	801
7	0	36	576	801
7	0	36	579.766	791.609
7	0	36	583.625	781.375
7	0	36	592	758
7	0	36	592	758
7	0	36	596.26	762.119
7	0	36	600.766	766.203
7	0	36	605.482	770.217
7	0	36	610.375	774.125
7	0	36	615.408	777.893
7	0	36	620.547	781.484
7	0	36	625.756	784.865
7	0	36	631	788
7	0	36	NA	NA
NA	NA	NA	NA	NA
7	0	37	468	211
7	0	37	470.706	206.198
7	0	37	473.566	201.926
7	0	37	476.574	198.199
7	0	37	479.719	195.031
7	0	37	482.993	192.438
7	0	37	486.387	190.434
7	0	37	488.126	189.657
7	0	37	489.892	189.033
7	0	37	491.684	188.563
7	0	37	493.5	188.25
7	0	37	495.34	188.095
7	0	37	497.202	188.1
7	0	37	499.085	188.267
7	0	37	500.988	188.598
7	0	37	502.911	189.094
7	0	37	504.851	189.757
7	0	37	508.781	191.594
7	0	37	512.77	194.122
7	0	37	516.809	197.355
7	0	37	520.888	201.31
7	0	37	525	206
7	0	37	525	206
7	0	37	534.703	194.031
7	0	37	538.764	189.371
7	0	37	542.625	185.25
7	0	37	546.533	181.41
7	0	37	550.734	177.594
7	0	37	561	169
7	0	37	561	169
7	0	37	557.891	163.858
7	0	37	554.575	159.115
7	0	37	551.066	154.766
7	0	37	547.379	150.807
7	0	37	543.53	147.232
7	0	37	539.533	144.037
7	0	37	535.403	141.216
7	0	37	531.156	138.766
7	0	37	526.807	136.68
7	0	37	522.37	134.953
7	0	37	517.86	133.582
7	0	37	513.293	132.561
7	0	37	508.683	131.884
7	0	37	504.046	131.548
7	0	37	499.397	131.546
7	0	37	494.75	131.875
7	0	37	490.121	132.529
7	0	37	485.524	133.503
7	0	37	480.975	134.793
7	0	37	476.488	136.393
7	0	37	472.079	138.298
7	0	37	467.763	140.504
7	0	37	463.555	143.005
7	0	37	459.469	145.797
7	0	37	455.521	148.874
7	0	37	451.725	152.233
7	0	37	448.097	155.867
7	0	37	444.652	159.771
7	0	37	441.405	163.942
7	0	37	438.371	168.374
7	0	37	435.564	173.061
7	0	37	433	178
7	0	37	433	178
7	0	37	450.875	194.125
7	0	37	459.578	202.328
7	0	37	463.83	206.588
7	0	37	468	211
7	0	37	NA	NA
NA	NA	NA	NA	NA
7	0	38	468	211
7	0	38	470.706	206.198
7	0	38	473.566	201.926
7	0	38	476.574	198.199
7	0	38	479.719	195.031
7	0	38	482.993	192.438
7	0	38	486.387	190.434
7	0	38	488.126	189.657
7	0	38	489.892	189.033
7	0	38	491.684	188.563
7	0	38	493.5	188.25
7	0	38	495.34	188.095
7	0	38	497.202	188.1
7	0	38	499.085	188.267
7	0	38	500.988	188.598
7	0	38	502.911	189.094
7	0	38	504.851	189.757
7	0	38	508.781	191.594
7	0	38	512.77	194.122
7	0	38	516.809	197.355
7	0	38	520.888	201.31
7	0	38	525	206
7	0	38	525	206
7	0	38	520.604	211.209
7	0	38	516.453	216.922
7	0	38	512.607	222.893
7	0	38	509.125	228.875
7	0	38	506.064	234.623
7	0	38	503.484	239.891
7	0	38	501.443	244.432
7	0	38	500	248
7	0	38	500	248
7	0	38	491.484	238.562
7	0	38	483.625	229.5
7	0	38	468	211
7	0	38	NA	NA
NA	NA	NA	NA	NA
7	0	39	450	252
7	0	39	453.938	242.781
7	0	39	458.25	232.25
7	0	39	462.938	221.344
7	0	39	465.422	216.043
7	0	39	468	211
7	0	39	468	211
7	0	39	463.83	206.588
7	0	39	459.578	202.328
7	0	39	450.875	194.125
7	0	39	433	178
7	0	39	433	178
7	0	39	428.25	188.641
7	0	39	424.25	198.625
7	0	39	420.625	208.797
7	0	39	417	220
7	0	39	417	220
7	0	39	421.945	224
7	0	39	426.938	228.375
7	0	39	431.836	232.938
7	0	39	436.5	237.5
7	0	39	444.562	245.875
7	0	39	450	252
7	0	39	NA	NA
NA	NA	NA	NA	NA
7	0	40	450	252
7	0	40	453.938	242.781
7	0	40	458.25	232.25
7	0	40	462.938	221.344
7	0	40	465.422	216.043
7	0	40	468	211
7	0	40	468	211
7	0	40	483.625	229.5
7	0	40	491.484	238.562
7	0	40	500	248
7	0	40	500	248
7	0	40	492.25	268.75
7	0	40	488.188	278.938
7	0	40	483	291
7	0	40	483	291
7	0	40	474.75	281.812
7	0	40	466.5	272.25
7	0	40	458.25	262.312
7	0	40	450	252
7	0	40	NA	NA
NA	NA	NA	NA	NA
7	0	41	781	377
7	0	41	787.024	378.144
7	0	41	792.352	379.686
7	0	41	796.987	381.599
7	0	41	799.048	382.687
7	0	41	800.938	383.859
7	0	41	802.657	385.112
7	0	41	804.208	386.442
7	0	41	805.59	387.847
7	0	41	806.805	389.322
7	0	41	807.852	390.866
7	0	41	808.733	392.475
7	0	41	809.449	394.146
7	0	41	810	395.875
7	0	41	810.387	397.66
7	0	41	810.61	399.498
7	0	41	810.671	401.385
7	0	41	810.57	403.318
7	0	41	810.308	405.295
7	0	41	809.886	407.312
7	0	41	808.562	411.453
7	0	41	806.606	415.718
7	0	41	804.023	420.08
7	0	41	800.819	424.516
7	0	41	797	429
7	0	41	797	429
7	0	41	803.082	431.051
7	0	41	809.281	433.406
7	0	41	815.527	435.996
7	0	41	821.75	438.75
7	0	41	833.844	444.469
7	0	41	845	450
7	0	41	845	450
7	0	41	848.961	445.305
7	0	41	852.592	440.6
7	0	41	855.893	435.893
7	0	41	858.861	431.191
7	0	41	861.497	426.503
7	0	41	863.798	421.835
7	0	41	865.763	417.196
7	0	41	867.391	412.594
7	0	41	868.68	408.035
7	0	41	869.63	403.528
7	0	41	870.239	399.08
7	0	41	870.506	394.699
7	0	41	870.429	390.393
7	0	41	870.008	386.169
7	0	41	869.24	382.036
7	0	41	868.125	378
7	0	41	866.661	374.07
7	0	41	864.848	370.252
7	0	41	862.683	366.556
7	0	41	860.166	362.988
7	0	41	857.295	359.557
7	0	41	854.069	356.269
7	0	41	850.487	353.133
7	0	41	846.547	350.156
7	0	41	842.248	347.346
7	0	41	837.589	344.711
7	0	41	832.569	342.259
7	0	41	827.186	339.996
7	0	41	821.438	337.931
7	0	41	815.326	336.072
7	0	41	808.847	334.425
7	0	41	802	333
7	0	41	802	333
7	0	41	799.662	339.854
7	0	41	797.172	346.203
7	0	41	794.564	352.107
7	0	41	791.875	357.625
7	0	41	789.139	362.814
7	0	41	786.391	367.734
7	0	41	781	377
7	0	41	NA	NA
NA	NA	NA	NA	NA
7	0	42	257	575
7	0	42	244.547	571.656
7	0	42	231.625	567.75
7	0	42	218.891	563.469
7	0	42	207	559
7	0	42	207	559
7	0	42	203.754	563.956
7	0	42	201.141	568.697
7	0	42	199.16	573.219
7	0	42	197.812	577.516
7	0	42	197.098	581.584
7	0	42	196.978	583.531
7	0	42	197.016	585.42
7	0	42	197.212	587.249
7	0	42	197.566	589.018
7	0	42	198.079	590.727
7	0	42	198.75	592.375
7	0	42	199.579	593.961
7	0	42	200.566	595.486
7	0	42	201.712	596.947
7	0	42	203.016	598.346
7	0	42	204.478	599.68
7	0	42	206.098	600.951
7	0	42	209.812	603.297
7	0	42	214.16	605.379
7	0	42	219.141	607.193
7	0	42	224.754	608.735
7	0	42	231	610
7	0	42	231	610
7	0	42	237.172	601.156
7	0	42	243.625	592.5
7	0	42	257	575
7	0	42	NA	NA
NA	NA	NA	NA	NA
7	0	43	635	741
7	0	43	634.797	753.969
7	0	43	634.125	766
7	0	43	633.584	771.723
7	0	43	632.891	777.281
7	0	43	632.033	782.699
7	0	43	631	788
7	0	43	631	788
7	0	43	636.427	790.509
7	0	43	641.465	792.416
7	0	43	646.122	793.728
7	0	43	650.406	794.453
7	0	43	654.328	794.598
7	0	43	656.155	794.455
7	0	43	657.895	794.17
7	0	43	659.548	793.743
7	0	43	661.116	793.177
7	0	43	662.599	792.47
7	0	43	664	791.625
7	0	43	665.319	790.642
7	0	43	666.556	789.523
7	0	43	668.793	786.877
7	0	43	670.719	783.695
7	0	43	672.344	779.984
7	0	43	673.675	775.752
7	0	43	674.723	771.006
7	0	43	675.495	765.753
7	0	43	676	760
7	0	43	676	760
7	0	43	655.125	750.125
7	0	43	645.203	745.516
7	0	43	635	741
7	0	43	NA	NA
NA	NA	NA	NA	NA
7	0	44	635	741
7	0	44	634.797	753.969
7	0	44	634.125	766
7	0	44	633.584	771.723
7	0	44	632.891	777.281
7	0	44	632.033	782.699
7	0	44	631	788
7	0	44	631	788
7	0	44	625.756	784.865
7	0	44	620.547	781.484
7	0	44	615.408	777.893
7	0	44	610.375	774.125
7	0	44	605.482	770.217
7	0	44	600.766	766.203
7	0	44	596.26	762.119
7	0	44	592	758
7	0	44	592	758
7	0	44	593.856	753.898
7	0	44	595.693	750.215
7	0	44	597.539	746.948
7	0	44	599.422	744.094
7	0	44	601.369	741.65
7	0	44	603.408	739.613
7	0	44	605.568	737.981
7	0	44	607.875	736.75
7	0	44	610.358	735.917
7	0	44	613.045	735.48
7	0	44	615.963	735.436
7	0	44	619.141	735.781
7	0	44	622.605	736.513
7	0	44	626.385	737.629
7	0	44	630.507	739.125
7	0	44	635	741
7	0	44	NA	NA
NA	NA	NA	NA	NA
7	0	45	781	377
7	0	45	787.024	378.144
7	0	45	792.352	379.686
7	0	45	796.987	381.599
7	0	45	799.048	382.687
7	0	45	800.938	383.859
7	0	45	802.657	385.112
7	0	45	804.208	386.442
7	0	45	805.59	387.847
7	0	45	806.805	389.322
7	0	45	807.852	390.866
7	0	45	808.733	392.475
7	0	45	809.449	394.146
7	0	45	810	395.875
7	0	45	810.387	397.66
7	0	45	810.61	399.498
7	0	45	810.671	401.385
7	0	45	810.57	403.318
7	0	45	810.308	405.295
7	0	45	809.886	407.312
7	0	45	808.562	411.453
7	0	45	806.606	415.718
7	0	45	804.023	420.08
7	0	45	800.819	424.516
7	0	45	797	429
7	0	45	797	429
7	0	45	785.906	425.453
7	0	45	775	422.375
7	0	45	769.559	421.041
7	0	45	764.094	419.859
7	0	45	758.582	418.842
7	0	45	753	418
7	0	45	753	418
7	0	45	765.5	400.5
7	0	45	772.969	389.594
7	0	45	776.926	383.52
7	0	45	781	377
7	0	45	NA	NA
NA	NA	NA	NA	NA
7	0	46	257	575
7	0	46	244.547	571.656
7	0	46	231.625	567.75
7	0	46	218.891	563.469
7	0	46	207	559
7	0	46	207	559
7	0	46	209.941	555.207
7	0	46	213.469	551.344
7	0	46	217.512	547.434
7	0	46	222	543.5
7	0	46	226.863	539.566
7	0	46	232.031	535.656
7	0	46	237.434	531.793
7	0	46	243	528
7	0	46	243	528
7	0	46	247.442	530.604
7	0	46	251.395	533.178
7	0	46	254.861	535.737
7	0	46	257.844	538.297
7	0	46	260.346	540.875
7	0	46	262.371	543.486
7	0	46	263.921	546.148
7	0	46	265	548.875
7	0	46	265.61	551.684
7	0	46	265.754	554.592
7	0	46	265.435	557.614
7	0	46	264.656	560.766
7	0	46	263.42	564.064
7	0	46	261.73	567.525
7	0	46	259.589	571.165
7	0	46	257	575
7	0	46	NA	NA
NA	NA	NA	NA	NA
7	0	47	408	264
7	0	47	411.504	265.898
7	0	47	414.891	267.463
7	0	47	418.16	268.691
7	0	47	421.312	269.578
7	0	47	424.348	270.119
7	0	47	427.266	270.311
7	0	47	430.066	270.147
7	0	47	432.75	269.625
7	0	47	435.316	268.74
7	0	47	437.766	267.486
7	0	47	440.098	265.861
7	0	47	442.312	263.859
7	0	47	444.41	261.477
7	0	47	446.391	258.709
7	0	47	448.254	255.552
7	0	47	450	252
7	0	47	450	252
7	0	47	444.562	245.875
7	0	47	436.5	237.5
7	0	47	431.836	232.938
7	0	47	426.938	228.375
7	0	47	421.945	224
7	0	47	417	220
7	0	47	417	220
7	0	47	414.188	230.672
7	0	47	411.75	241.625
7	0	47	409.688	252.766
7	0	47	408	264
7	0	47	NA	NA
NA	NA	NA	NA	NA
7	0	48	408	264
7	0	48	411.504	265.898
7	0	48	414.891	267.463
7	0	48	418.16	268.691
7	0	48	421.312	269.578
7	0	48	424.348	270.119
7	0	48	427.266	270.311
7	0	48	430.066	270.147
7	0	48	432.75	269.625
7	0	48	435.316	268.74
7	0	48	437.766	267.486
7	0	48	440.098	265.861
7	0	48	442.312	263.859
7	0	48	444.41	261.477
7	0	48	446.391	258.709
7	0	48	448.254	255.552
7	0	48	450	252
7	0	48	450	252
7	0	48	458.25	262.312
7	0	48	466.5	272.25
7	0	48	474.75	281.812
7	0	48	483	291
7	0	48	483	291
7	0	48	481.627	293.918
7	0	48	480.135	296.673
7	0	48	478.531	299.266
7	0	48	476.818	301.697
7	0	48	475.002	303.968
7	0	48	473.088	306.08
7	0	48	471.08	308.033
7	0	48	468.984	309.828
7	0	48	466.805	311.467
7	0	48	464.547	312.949
7	0	48	462.215	314.277
7	0	48	459.814	315.451
7	0	48	457.35	316.472
7	0	48	454.827	317.341
7	0	48	452.251	318.058
7	0	48	449.625	318.625
7	0	48	446.955	319.043
7	0	48	444.247	319.312
7	0	48	438.732	319.408
7	0	48	433.121	318.922
7	0	48	427.453	317.859
7	0	48	421.767	316.229
7	0	48	416.104	314.037
7	0	48	410.501	311.292
7	0	48	405	308
7	0	48	405	308
7	0	48	404.906	299.016
7	0	48	405	290.125
7	0	48	405.293	285.041
7	0	48	405.844	279.172
7	0	48	406.723	272.248
7	0	48	408	264
7	0	48	NA	NA
NA	NA	NA	NA	NA
7	0	49	718	722
7	0	49	725.061	723.654
7	0	49	731.359	724.922
7	0	49	737.072	725.885
7	0	49	742.375	726.625
7	0	49	752.453	727.766
7	0	49	763	729
7	0	49	763	729
7	0	49	765.656	743.531
7	0	49	767.75	756.75
7	0	49	769.469	770.344
7	0	49	771	786
7	0	49	771	786
7	0	49	764.713	785.117
7	0	49	758.578	784
7	0	49	752.561	782.695
7	0	49	746.625	781.25
7	0	49	734.859	778.125
7	0	49	723	775
7	0	49	723	775
7	0	49	722.359	761.516
7	0	49	721.625	748.875
7	0	49	721.076	742.549
7	0	49	720.328	736.047
7	0	49	719.322	729.24
7	0	49	718	722
7	0	49	NA	NA
NA	NA	NA	NA	NA
7	0	50	522	810
7	0	50	527	801.469
7	0	50	532.75	791.25
7	0	50	538.875	779.906
7	0	50	545	768
7	0	50	545	768
7	0	50	552.094	776.25
7	0	50	559.75	784.5
7	0	50	567.781	792.75
7	0	50	576	801
7	0	50	576	801
7	0	50	573.954	805.649
7	0	50	571.588	809.836
7	0	50	568.931	813.542
7	0	50	566.016	816.75
7	0	50	562.871	819.442
7	0	50	559.529	821.602
7	0	50	556.02	823.21
7	0	50	552.375	824.25
7	0	50	550.511	824.551
7	0	50	548.624	824.704
7	0	50	546.719	824.706
7	0	50	544.799	824.555
7	0	50	542.868	824.248
7	0	50	540.929	823.784
7	0	50	538.988	823.161
7	0	50	537.047	822.375
7	0	50	535.11	821.425
7	0	50	533.182	820.31
7	0	50	529.365	817.57
7	0	50	525.628	814.14
7	0	50	522	810
7	0	50	NA	NA
NA	NA	NA	NA	NA
7	0	51	675	709
7	0	51	685.516	712.719
7	0	51	696.125	716.25
7	0	51	706.922	719.406
7	0	51	712.42	720.785
7	0	51	718	722
7	0	51	718	722
7	0	51	719.322	729.24
7	0	51	720.328	736.047
7	0	51	721.076	742.549
7	0	51	721.625	748.875
7	0	51	722.359	761.516
7	0	51	723	775
7	0	51	723	775
7	0	51	710.594	771.812
7	0	51	698.75	768.25
7	0	51	687.281	764.312
7	0	51	676	760
7	0	51	676	760
7	0	51	676.285	753.543
7	0	51	676.406	747.531
7	0	51	676.25	736
7	0	51	675.719	723.719
7	0	51	675	709
7	0	51	NA	NA
NA	NA	NA	NA	NA
7	0	52	545	768
7	0	52	548.797	759.469
7	0	52	552.125	751.5
7	0	52	556.391	741.281
7	0	52	563	726
7	0	52	563	726
7	0	52	575.25	739.75
7	0	52	582.125	747.375
7	0	52	592	758
7	0	52	592	758
7	0	52	583.625	781.375
7	0	52	579.766	791.609
7	0	52	576	801
7	0	52	576	801
7	0	52	567.781	792.75
7	0	52	559.75	784.5
7	0	52	552.094	776.25
7	0	52	545	768
7	0	52	NA	NA
NA	NA	NA	NA	NA
7	0	53	525	206
7	0	53	530.828	213.484
7	0	53	533.631	217.408
7	0	53	536.375	221.625
7	0	53	539.072	226.264
7	0	53	541.734	231.453
7	0	53	544.373	237.322
7	0	53	547	244
7	0	53	547	244
7	0	53	555.531	234.641
7	0	53	563.5	226.125
7	0	53	567.449	222.213
7	0	53	571.469	218.547
7	0	53	575.629	215.139
7	0	53	580	212
7	0	53	580	212
7	0	53	576.188	201.484
7	0	53	572	190.875
7	0	53	569.648	185.506
7	0	53	567.062	180.078
7	0	53	564.195	174.58
7	0	53	561	169
7	0	53	561	169
7	0	53	550.734	177.594
7	0	53	546.533	181.41
7	0	53	542.625	185.25
7	0	53	538.764	189.371
7	0	53	534.703	194.031
7	0	53	525	206
7	0	53	NA	NA
NA	NA	NA	NA	NA
7	0	54	525	206
7	0	54	530.828	213.484
7	0	54	533.631	217.408
7	0	54	536.375	221.625
7	0	54	539.072	226.264
7	0	54	541.734	231.453
7	0	54	544.373	237.322
7	0	54	547	244
7	0	54	547	244
7	0	54	543.835	247.517
7	0	54	540.715	250.57
7	0	54	537.635	253.167
7	0	54	534.594	255.312
7	0	54	531.587	257.013
7	0	54	528.613	258.273
7	0	54	525.668	259.101
7	0	54	522.75	259.5
7	0	54	519.855	259.478
7	0	54	516.98	259.039
7	0	54	514.124	258.19
7	0	54	511.281	256.938
7	0	54	508.451	255.286
7	0	54	505.629	253.242
7	0	54	502.813	250.812
7	0	54	500	248
7	0	54	500	248
7	0	54	501.443	244.432
7	0	54	503.484	239.891
7	0	54	506.064	234.623
7	0	54	509.125	228.875
7	0	54	512.607	222.893
7	0	54	516.453	216.922
7	0	54	520.604	211.209
7	0	54	525	206
7	0	54	NA	NA
NA	NA	NA	NA	NA
7	0	55	547	244
7	0	55	551.562	255.766
7	0	55	555	266.125
7	0	55	557.688	275.922
7	0	55	560	286
7	0	55	560	286
7	0	55	568.094	277.516
7	0	55	576	269.875
7	0	55	583.906	262.797
7	0	55	592	256
7	0	55	592	256
7	0	55	589.422	243.5
7	0	55	587.125	234
7	0	55	584.266	224.5
7	0	55	580	212
7	0	55	580	212
7	0	55	575.629	215.139
7	0	55	571.469	218.547
7	0	55	567.449	222.213
7	0	55	563.5	226.125
7	0	55	555.531	234.641
7	0	55	547	244
7	0	55	NA	NA
NA	NA	NA	NA	NA
7	0	56	547	244
7	0	56	551.562	255.766
7	0	56	555	266.125
7	0	56	557.688	275.922
7	0	56	560	286
7	0	56	560	286
7	0	56	555.598	290.429
7	0	56	551.031	294.336
7	0	56	546.324	297.716
7	0	56	541.5	300.562
7	0	56	536.582	302.87
7	0	56	531.594	304.633
7	0	56	526.559	305.845
7	0	56	521.5	306.5
7	0	56	516.441	306.593
7	0	56	511.406	306.117
7	0	56	506.418	305.067
7	0	56	501.5	303.438
7	0	56	496.676	301.222
7	0	56	491.969	298.414
7	0	56	487.402	295.009
7	0	56	483	291
7	0	56	483	291
7	0	56	488.188	278.938
7	0	56	492.25	268.75
7	0	56	500	248
7	0	56	500	248
7	0	56	502.813	250.812
7	0	56	505.629	253.242
7	0	56	508.451	255.286
7	0	56	511.281	256.938
7	0	56	514.124	258.19
7	0	56	516.98	259.039
7	0	56	519.855	259.478
7	0	56	522.75	259.5
7	0	56	525.668	259.101
7	0	56	528.613	258.273
7	0	56	531.587	257.013
7	0	56	534.594	255.312
7	0	56	537.635	253.167
7	0	56	540.715	250.57
7	0	56	543.835	247.517
7	0	56	547	244
7	0	56	NA	NA
NA	NA	NA	NA	NA
7	0	57	797	429
7	0	57	793.498	433.039
7	0	57	789.797	436.938
7	0	57	782.125	444.5
7	0	57	778.318	448.258
7	0	57	774.641	452.062
7	0	57	771.174	455.961
7	0	57	768	460
7	0	57	768	460
7	0	57	780.078	465.094
7	0	57	791.125	470
7	0	57	801.609	474.906
7	0	57	812	480
7	0	57	812	480
7	0	57	819.828	474.047
7	0	57	823.232	471.299
7	0	57	826.625	468.375
7	0	57	830.252	465.029
7	0	57	834.359	461.016
7	0	57	845	450
7	0	57	845	450
7	0	57	833.844	444.469
7	0	57	821.75	438.75
7	0	57	815.527	435.996
7	0	57	809.281	433.406
7	0	57	803.082	431.051
7	0	57	797	429
7	0	57	NA	NA
NA	NA	NA	NA	NA
7	0	58	768	460
7	0	58	765.903	463.494
7	0	58	764.111	466.859
7	0	58	762.628	470.107
7	0	58	761.453	473.25
7	0	58	760.589	476.299
7	0	58	760.037	479.266
7	0	58	759.799	482.162
7	0	58	759.875	485
7	0	58	760.268	487.791
7	0	58	760.979	490.547
7	0	58	762.009	493.279
7	0	58	763.359	496
7	0	58	765.032	498.721
7	0	58	767.029	501.453
7	0	58	769.351	504.209
7	0	58	772	507
7	0	58	772	507
7	0	58	781.484	501.656
7	0	58	786.15	498.809
7	0	58	790.875	495.75
7	0	58	795.74	492.41
7	0	58	800.828	488.719
7	0	58	806.221	484.605
7	0	58	812	480
7	0	58	812	480
7	0	58	801.609	474.906
7	0	58	791.125	470
7	0	58	780.078	465.094
7	0	58	768	460
7	0	58	NA	NA
NA	NA	NA	NA	NA
7	0	59	633	693
7	0	59	634.156	705.844
7	0	59	634.75	717.75
7	0	59	634.969	729.281
7	0	59	635	741
7	0	59	635	741
7	0	59	645.203	745.516
7	0	59	655.125	750.125
7	0	59	676	760
7	0	59	676	760
7	0	59	676.285	753.543
7	0	59	676.406	747.531
7	0	59	676.25	736
7	0	59	675.719	723.719
7	0	59	675	709
7	0	59	675	709
7	0	59	653.625	701.375
7	0	59	643.078	697.328
7	0	59	633	693
7	0	59	NA	NA
NA	NA	NA	NA	NA
7	0	60	633	693
7	0	60	634.156	705.844
7	0	60	634.75	717.75
7	0	60	634.969	729.281
7	0	60	635	741
7	0	60	635	741
7	0	60	630.507	739.125
7	0	60	626.385	737.629
7	0	60	622.605	736.513
7	0	60	619.141	735.781
7	0	60	615.963	735.436
7	0	60	613.045	735.48
7	0	60	610.358	735.917
7	0	60	607.875	736.75
7	0	60	605.568	737.981
7	0	60	603.408	739.613
7	0	60	601.369	741.65
7	0	60	599.422	744.094
7	0	60	597.539	746.948
7	0	60	595.693	750.215
7	0	60	593.856	753.898
7	0	60	592	758
7	0	60	592	758
7	0	60	582.125	747.375
7	0	60	575.25	739.75
7	0	60	563	726
7	0	60	563	726
7	0	60	566.719	718.554
7	0	60	570.396	711.949
7	0	60	574.059	706.159
7	0	60	577.734	701.156
7	0	60	581.451	696.916
7	0	60	585.236	693.41
7	0	60	587.164	691.925
7	0	60	589.118	690.614
7	0	60	591.104	689.473
7	0	60	593.125	688.5
7	0	60	595.184	687.691
7	0	60	597.284	687.042
7	0	60	599.429	686.552
7	0	60	601.623	686.215
7	0	60	603.869	686.029
7	0	60	606.17	685.991
7	0	60	610.953	686.344
7	0	60	616	687.248
7	0	60	621.338	688.676
7	0	60	626.995	690.602
7	0	60	633	693
7	0	60	NA	NA
NA	NA	NA	NA	NA
7	0	61	797	429
7	0	61	793.498	433.039
7	0	61	789.797	436.938
7	0	61	782.125	444.5
7	0	61	778.318	448.258
7	0	61	774.641	452.062
7	0	61	771.174	455.961
7	0	61	768	460
7	0	61	768	460
7	0	61	758.266	456.594
7	0	61	749.375	453.75
7	0	61	740.297	451.281
7	0	61	730	449
7	0	61	730	449
7	0	61	736.406	441.062
7	0	61	742.25	433.5
7	0	61	747.719	425.938
7	0	61	753	418
7	0	61	753	418
7	0	61	758.582	418.842
7	0	61	764.094	419.859
7	0	61	769.559	421.041
7	0	61	775	422.375
7	0	61	785.906	425.453
7	0	61	797	429
7	0	61	NA	NA
NA	NA	NA	NA	NA
7	0	62	768	460
7	0	62	765.903	463.494
7	0	62	764.111	466.859
7	0	62	762.628	470.107
7	0	62	761.453	473.25
7	0	62	760.589	476.299
7	0	62	760.037	479.266
7	0	62	759.799	482.162
7	0	62	759.875	485
7	0	62	760.268	487.791
7	0	62	760.979	490.547
7	0	62	762.009	493.279
7	0	62	763.359	496
7	0	62	765.032	498.721
7	0	62	767.029	501.453
7	0	62	769.351	504.209
7	0	62	772	507
7	0	62	772	507
7	0	62	761.703	511.953
7	0	62	752.625	516.625
7	0	62	743.734	521.484
7	0	62	734	527
7	0	62	734	527
7	0	62	728.901	522.993
7	0	62	724.477	518.85
7	0	62	720.72	514.574
7	0	62	719.09	512.389
7	0	62	717.625	510.172
7	0	62	716.324	507.924
7	0	62	715.187	505.646
7	0	62	714.212	503.339
7	0	62	713.398	501.002
7	0	62	712.746	498.637
7	0	62	712.255	496.243
7	0	62	711.923	493.823
7	0	62	711.75	491.375
7	0	62	711.735	488.901
7	0	62	711.878	486.401
7	0	62	712.177	483.876
7	0	62	712.633	481.326
7	0	62	714.009	476.155
7	0	62	716	470.891
7	0	62	718.601	465.539
